id,recipe_name,prep_time_ai,cook_time_ai,time_source
1804,Bánh rán nhân cua,45,20,gemini-3.1-flash-lite-preview_estimate
1805,Gân bò ngâm chua ngọt,30,150,gemini-3.1-flash-lite-preview_estimate
1806,Cá chiên hoa cúc,25,20,gemini-3.1-flash-lite-preview_estimate
1807,Cá basa chiên giòn vị chanh,20,15,gemini-3.1-flash-lite-preview_estimate
916,Tôm nướng lá chúc,,,gemma-4-31b-it_error
917,Bún xí quách nước tương,,,gemma-4-31b-it_error
918,Cánh gà chiên tiêu lốp,,,gemma-4-31b-it_error
1808,Thịt heo ngâm nước mắm,45,60,gemini-3.1-flash-lite-preview_estimate
1809,Chân gà chiên chấm mắm mè,30,20,gemini-3.1-flash-lite-preview_estimate
1810,Dưa món,60,20,gemini-3.1-flash-lite-preview_estimate
1811,Chả tôm nhân phô mai,20,15,gemini-3.1-flash-lite-preview_estimate
1812,Gà cuộn khoai chiên giòn,25,20,gemini-3.1-flash-lite-preview_estimate
1813,Rau tiến vua ngâm chua,240,15,gemini-3.1-flash-lite-preview_estimate
1814,Rau muống ngâm chua,30,15,gemini-3.1-flash-lite-preview_estimate
1815,Tai heo ngâm giấm,40,30,gemini-3.1-flash-lite-preview_estimate
1816,Nem chay vỏ bưởi,60,45,gemini-3.1-flash-lite-preview_estimate
1817,Mực nướng sa tế,20,15,gemini-3.1-flash-lite-preview_estimate
1818,Ngọc mực rang tổ chim,25,20,gemini-3.1-flash-lite-preview_estimate
1819,Hải sản chiên xù,30,20,gemini-3.1-flash-lite-preview_estimate
919,Thịt ba chỉ kho cam,,,gemma-4-31b-it_error
920,Canh cá chép rau cần,,,gemma-4-31b-it_error
921,Pancake chocolate nhân kem dâu,,,gemma-4-31b-it_error
1820,Bánh bông lan xốt dâu mayonnaise,25,25,gemini-3.1-flash-lite-preview_estimate
1821,Mực né,20,10,gemini-3.1-flash-lite-preview_estimate
1822,Viên mè chiên giòn,30,15,gemini-3.1-flash-lite-preview_estimate
1823,Bánh xèo cuốn áp chảo,40,30,gemini-3.1-flash-lite-preview_estimate
1824,Sò huyết Tứ Xuyên,25,10,gemini-3.1-flash-lite-preview_estimate
1825,Vịt xiêm giả cầy,30,45,gemini-3.1-flash-lite-preview_estimate
1826,Mực nướng tương hột,30,25,gemini-3.1-flash-lite-preview_estimate
1827,Phở cuốn,25,15,gemini-3.1-flash-lite-preview_estimate
922,Sườn và đậu hũ kho thơm,,,gemma-4-31b-it_error
923,Gà xào ngũ sắc,,,gemma-4-31b-it_error
924,Cá trê chiên giòn,,,gemma-4-31b-it_error
925,Bún chùm ngây xào hải sản,,,gemma-4-31b-it_error
926,Mướp hương xào tim,,,gemma-4-31b-it_error
927,Bột chiên,,,gemma-4-31b-it_error
928,Lẩu thái cua đồng,,,gemma-4-31b-it_error
929,Canh cá cơm lá me đất,,,gemma-4-31b-it_error
930,Vịt nướng me cay,,,gemma-4-31b-it_error
931,Đậu đũa xào tôm,,,gemma-4-31b-it_error
932,Lẩu cá dìa,,,gemma-4-31b-it_error
933,Bạch tuộc xào rượu gừng,,,gemma-4-31b-it_error
934,Cá hồi cuộn cơm chiên,,,gemma-4-31b-it_error
935,Ba rọi kho măng,,,gemma-4-31b-it_error
936,Chạo chay sả cây,,,gemma-4-31b-it_error
937,Ốc cà na hấp sả,,,gemma-4-31b-it_error
938,Bánh xếp,,,gemma-4-31b-it_error
939,Canh chua bông thiên lý,,,gemma-4-31b-it_error
940,Vịt kho chanh muối,,,gemma-4-31b-it_error
941,Chả cá vị cà ri,,,gemma-4-31b-it_error
942,Đu đủ xào thịt gà,,,gemma-4-31b-it_error
943,Cá đục chiên giòn,,,gemma-4-31b-it_error
944,Thăn heo cuốn cải hấp,,,gemma-4-31b-it_error
945,Vịt kho dưa gừng non,,,gemma-4-31b-it_error
946,Cá thu chiên giòn xốt chanh dây,,,gemma-4-31b-it_error
947,Thịt heo xông khói hương sả,,,gemma-4-31b-it_error
948,Lẩu gà hầm sả,,,gemma-4-31b-it_error
949,Cải thảo xào tôm khô,,,gemma-4-31b-it_error
950,Ngồng tỏi xào hải sản,,,gemma-4-31b-it_error
951,Đọt su xào trứng bắc thảo,,,gemma-4-31b-it_error
952,Chả tôm ốc hương,,,gemma-4-31b-it_error
953,Cá cuộn Bacon hương thảo,,,gemma-4-31b-it_error
954,Canh gà cuộn cải thảo,,,gemma-4-31b-it_error
955,Nem chay rán,,,gemma-4-31b-it_error
956,Cá nục kho rục,,,gemma-4-31b-it_error
957,Cuốn gà xào xốt mè,,,gemma-4-31b-it_error
958,Bánh khoai môn đút lò,,,gemma-4-31b-it_error
959,Canh gà lá é,,,gemma-4-31b-it_error
960,Tôm chiên xốt chanh,,,gemma-4-31b-it_error
961,Lẩu khổ qua hải sản,,,gemma-4-31b-it_error
962,Mực trứng xào rau răm,,,gemma-4-31b-it_error
963,Ba rọi nướng riềng,,,gemma-4-31b-it_error
964,Canh gà nấm mỡ,,,gemma-4-31b-it_error
965,Khổ qua hấp tam cô,,,gemma-4-31b-it_error
966,Bò kho dưa kiệu,,,gemma-4-31b-it_error
967,Bó củi bào ngư,,,gemma-4-31b-it_error
968,Pasta tình yêu,,,gemma-4-31b-it_error
969,Cà tím kẹp thịt gà chiên,,,gemma-4-31b-it_error
970,Cá điêu hồng chiên xốt tắc,,,gemma-4-31b-it_error
971,Cá chẽm xiên que xốt thì là,,,gemma-4-31b-it_error
972,Canh cua rau cần,,,gemma-4-31b-it_error
973,Sườn nướng quả lê,25,30,gemma-4-31b-it_estimate
974,Tôm chiên lá cà ri,20,15,gemma-4-31b-it_estimate
975,Cá viên chiên,25,10,gemma-4-31b-it_estimate
976,Kèo nèo xào tép,,,gemma-4-31b-it_error
977,Bò kho nước dừa,,,gemma-4-31b-it_error
978,Củ sen xào ngũ vị,,,gemma-4-31b-it_error
979,Chả lui,,,gemma-4-31b-it_error
980,Ếch xào sả lá chanh,,,gemma-4-31b-it_error
981,Canh nghêu bó xôi,,,gemma-4-31b-it_error
982,Gà cuộn rong biển,,,gemma-4-31b-it_error
983,Cuốn rau đậu hũ,,,gemma-4-31b-it_error
984,Sườn non ram mè,,,gemma-4-31b-it_error
985,Đậu kho gừng,,,gemma-4-31b-it_error
986,Canh cá hồi nấu nấm,,,gemma-4-31b-it_error
987,Gân bò xào sả ớt,,,gemma-4-31b-it_error
988,Sườn chiên cay,,,gemma-4-31b-it_error
989,Cua đồng xúc bánh tráng,,,gemma-4-31b-it_error
990,Nghêu hấp vang trắng,,,gemma-4-31b-it_error
991,Canh cải xoăn,,,gemma-4-31b-it_error
992,Sườn kho quế mật ong,,,gemma-4-31b-it_error
993,Cá chim chiên giòn,,,gemma-4-31b-it_error
994,Salad bí ngòi nướng,,,gemma-4-31b-it_error
995,Trứng ốp la ớt chuông,,,gemma-4-31b-it_error
996,Canh bó xôi bò viên,,,gemma-4-31b-it_error
997,Sườn tiềm hoa thanh long,,,gemma-4-31b-it_error
998,Bánh xèo Nhật Bản,,,gemma-4-31b-it_error
999,Khoai lang kho rong biển,,,gemma-4-31b-it_error
1000,Cá hồi chiên mắm dừa,,,gemma-4-31b-it_error
1001,Canh cá nấu mẻ,,,gemma-4-31b-it_error
1002,Bò xào khổ qua bắp cải tím,,,gemma-4-31b-it_error
1003,Rau củ kho mía,,,gemma-4-31b-it_error
1004,Miến đậu xanh xào thập cẩm,,,gemma-4-31b-it_error
1005,Gà viên xốt cà ri,,,gemma-4-31b-it_error
1006,Đậu cove xào ba rọi xông khói,,,gemma-4-31b-it_error
1007,Canh nấm càng cua,,,gemma-4-31b-it_error
1008,Thịt rang gừng lá chanh,,,gemma-4-31b-it_error
1009,Gà chiên lá é,,,gemma-4-31b-it_error
1010,Cá rô phi chiên xốt cà,,,gemma-4-31b-it_error
1011,Vịt rang tỏi,,,gemma-4-31b-it_error
1012,Canh hào thanh mát,,,gemma-4-31b-it_error
1013,Đậu hũ xào nấm,,,gemma-4-31b-it_error
1014,Váng đậu cuộn rau củ chiên,,,gemma-4-31b-it_error
1015,Thịt quay kho cà pháo,,,gemma-4-31b-it_error
1016,Spagetty xốt vẹm,,,gemma-4-31b-it_error
1017,Rau củ luộc xốt nấm,,,gemma-4-31b-it_error
1018,Phèo nướng lá hẹ,,,gemma-4-31b-it_error
1019,Thịt kho đậu phộng,,,gemma-4-31b-it_error
1020,Viên đậu hũ xốt nước tương,,,gemma-4-31b-it_error
1021,Tôm chiên ủ rơm,,,gemma-4-31b-it_error
1022,Cá chạch kho sả,,,gemma-4-31b-it_error
1023,Salad Cá Mòi,,,gemma-4-31b-it_error
1024,Cá điêu hồng chiên xốt chanh dây,,,gemma-4-31b-it_error
1025,Cá hồi xốt cà ri me,,,gemma-4-31b-it_error
1026,Pizza mì sợi,,,gemma-4-31b-it_error
1027,Sườn BBQ,60,40,gemma-4-31b-it_estimate
1028,Gà xào cay,25,20,gemma-4-31b-it_estimate
1029,Canh tương đậu,20,20,gemma-4-31b-it_estimate
1030,Bí đỏ kho rong biển,,,gemma-4-31b-it_error
1031,Mực xào hoa trứng,,,gemma-4-31b-it_error
1032,Cá lưỡi trâu chiên giòn,,,gemma-4-31b-it_error
1033,Sườn kho củ năng,,,gemma-4-31b-it_error
1034,Canh cua đồng rong biển,,,gemma-4-31b-it_error
1035,Đọt su xào tép,,,gemma-4-31b-it_error
1036,Bánh tráng cuốn xốt Mayo,,,gemma-4-31b-it_error
1037,Gà nổ muối,,,gemma-4-31b-it_error
1038,Nụ bí bọc giò sống,,,gemma-4-31b-it_error
1039,Cua xào cay,,,gemma-4-31b-it_error
1040,Gnocchi khoai tây xào bò,,,gemma-4-31b-it_error
1041,Canh rau củ ba rọi xông khói,,,gemma-4-31b-it_error
1042,Canh chua hải sản,,,gemma-4-31b-it_error
1043,Cá lóc đồng kho nghệ,,,gemma-4-31b-it_error
1044,Dồi trường xào bắp cải tím,,,gemma-4-31b-it_error
1045,Canh cà chua thịt bò,,,gemma-4-31b-it_error
1046,Mít non om nước cốt dừa,,,gemma-4-31b-it_error
1047,Cơm chiên nấm mặn,,,gemma-4-31b-it_error
1048,Bao tử kho xốt cay,,,gemma-4-31b-it_error
1049,Tôm thịt xào mắm ruốc,,,gemma-4-31b-it_error
1050,Gà kho rau củ,,,gemma-4-31b-it_error
1051,Lẩu nhúng cay,,,gemma-4-31b-it_error
1052,Cá rô kho cà na,,,gemma-4-31b-it_error
1053,Gà xào cà ri,,,gemma-4-31b-it_error
1054,Lẩu khoai mỡ,,,gemma-4-31b-it_error
1055,Cá nướng mù tạt,,,gemma-4-31b-it_error
1056,Gỏi xoài cá cơm chiên,,,gemma-4-31b-it_error
1057,Cá chuồn kho mít non,,,gemma-4-31b-it_error
1058,Thịt ba rọi nướng lá chanh,,,gemma-4-31b-it_error
1059,Chả giò ngũ vị,,,gemma-4-31b-it_error
1060,Bò cuộn rau củ,,,gemma-4-31b-it_error
1061,Cá kèo chiên chấm tương bần,,,gemma-4-31b-it_error
1062,Cá cuốn tôm chiên xốt quả bơ,,,gemma-4-31b-it_error
1063,Bắp bò kho thơm,,,gemma-4-31b-it_error
1064,Chân giò kho tương sả,,,gemma-4-31b-it_error
1065,Khổ qua chiên me cay,,,gemma-4-31b-it_error
1066,Miến xào hến xốt me,,,gemma-4-31b-it_error
1067,Cá rô phi kho lá lốt,,,gemma-4-31b-it_error
1068,Canh chua cá củ thì là,,,gemma-4-31b-it_error
1069,Canh chua gà bông so đũa,,,gemma-4-31b-it_error
1070,Mì Soba Xào Kiểu Nhật,,,gemma-4-31b-it_error
1071,Mì căn nhồi rô ti,,,gemma-4-31b-it_error
1072,Bò kho khoai sọ,,,gemma-4-31b-it_error
1073,Thăn bò nướng,,,gemma-4-31b-it_error
1074,Bò xào nấm mỡ,,,gemma-4-31b-it_error
1075,Bánh tráng cuộn rau rừng,,,gemma-4-31b-it_error
1076,Bánh qui chay tam sắc,,,gemma-4-31b-it_error
1077,Gà hầm tứ quý,,,gemma-4-31b-it_error
1078,Lẩu bò chua cay,,,gemma-4-31b-it_error
1079,Cá nục chiên xốt mè Wasabi,,,gemma-4-31b-it_error
1080,Rau củ xào thịt cua,,,gemma-4-31b-it_error
1081,Cá bớp chiên giòn xốt chanh,,,gemma-4-31b-it_error
1082,Cá lăng kho chuối và tai chua,,,gemma-4-31b-it_error
1083,Nấm đùi gà kho măng tây,,,gemma-4-31b-it_error
1084,Mực nhồi gạo lức rim,,,gemma-4-31b-it_error
1085,Salad cá hồi,,,gemma-4-31b-it_error
1086,Mì Linguine xào tôm bắp,,,gemma-4-31b-it_error
1087,Cá nướng xốt Mayo khoai tây,,,gemma-4-31b-it_error
1088,Gà quay xốt hành tăm,,,gemma-4-31b-it_error
1089,Lẩu gà hành cần,,,gemma-4-31b-it_error
1090,Tai heo kho cải chua,,,gemma-4-31b-it_error
1091,Sườn non om chuối,,,gemma-4-31b-it_error
1092,Cuốn vịt mắm sả,,,gemma-4-31b-it_error
1093,Thịt lăn mè,,,gemma-4-31b-it_error
1094,Tôm mực xào tiêu xanh,,,gemma-4-31b-it_error
1095,Chả tôm thịt mắc khén,,,gemma-4-31b-it_error
1096,Đuôi heo nướng chao,,,gemma-4-31b-it_error
1097,Canh thính đu đủ,,,gemma-4-31b-it_error
1098,Mì Soba xào bạch tuộc,,,gemma-4-31b-it_error
1099,Canh gà hạt lựu,,,gemma-4-31b-it_error
1100,Ếch xào chua ngọt,,,gemma-4-31b-it_error
1101,Canh bông bí nấm kim châm,,,gemma-4-31b-it_error
1102,Cà tím áp chảo xốt cay,,,gemma-4-31b-it_error
1103,Măng trúc kho ruốc Huế,,,gemma-4-31b-it_error
1104,Bí đỏ xào thịt xông khói,,,gemma-4-31b-it_error
1105,Sườn nướng lá hương thảo,,,gemma-4-31b-it_error
1106,Gà xào nước tương,,,gemma-4-31b-it_error
1107,Sườn nấu cá mòi,,,gemma-4-31b-it_error
1108,Mì cay chay,,,gemma-4-31b-it_error
1109,Cá điêu hồng kho tương hột,,,gemma-4-31b-it_error
1110,Canh chua tôm cà ri,,,gemma-4-31b-it_error
1111,Dimsum hải sản,30,20,gemma-4-31b-it_estimate
1112,Cá hồi kho nước tương,15,15,gemma-4-31b-it_estimate
1113,Thịt ba chỉ kho mơ,20,22,gemma-4-31b-it_estimate
1114,Gà nướng xí muội,,,gemma-4-31b-it_error
1115,Thịt bê xào cải rổ,,,gemma-4-31b-it_error
1116,Cá kèo kho kim chi củ cải,,,gemma-4-31b-it_error
1117,Chả cá chiên bánh tráng,,,gemma-4-31b-it_error
1118,Đu đủ hường xào tôm đất,,,gemma-4-31b-it_error
1119,Bò áp chảo chanh dây,,,gemma-4-31b-it_error
1120,Nghêu kho gừng,,,gemma-4-31b-it_error
1121,Canh đu đủ viên cua,,,gemma-4-31b-it_error
1122,Giò heo um nước cốt dừa,,,gemma-4-31b-it_error
1123,Canh cà chua nấu đậu,,,gemma-4-31b-it_error
1124,Thanh gà chiên xốt cay,,,gemma-4-31b-it_error
1125,Ếch chiên ngũ vị,,,gemma-4-31b-it_error
1126,Bánh hành tóp mỡ,,,gemma-4-31b-it_error
1127,Lẩu cháo chùm ngây,,,gemma-4-31b-it_error
1128,Cà ri hải sản,,,gemma-4-31b-it_error
1129,Dồi trường xào chua cay,,,gemma-4-31b-it_error
1130,Gà nướng chảo,,,gemma-4-31b-it_error
1131,Lẩu cá hồng nhúng giấm,,,gemma-4-31b-it_error
1132,Đà điểu xốt trái cây,,,gemma-4-31b-it_error
1133,Trứng đúc nấm rơm,,,gemma-4-31b-it_error
1134,Canh dưa hường tôm viên,,,gemma-4-31b-it_error
1135,Lẩu gà tứ xuyên,,,gemma-4-31b-it_error
1136,Mì áp chảo thịt heo,,,gemma-4-31b-it_error
1137,Gà quay xốt kem nấm,,,gemma-4-31b-it_error
1138,Ngọc mực xóc tỏi,,,gemma-4-31b-it_error
1139,Bồn bồn xào tôm,,,gemma-4-31b-it_error
1140,Bao tử cá kho tiêu,,,gemma-4-31b-it_error
1141,Đậu hủ bách hoa xốt thịt cua,,,gemma-4-31b-it_error
1142,Sườn kinh đô,,,gemma-4-31b-it_error
1143,Gà nướng xiên xốt đậu phộng,,,gemma-4-31b-it_error
1144,Cá trắm kho khế,,,gemma-4-31b-it_error
1145,Vịt nướng nước cốt dừa,,,gemma-4-31b-it_error
1146,Lẩu cá chẽm đậu hũ non,,,gemma-4-31b-it_error
1147,Mề gà kho thơm,,,gemma-4-31b-it_error
1148,Canh thơm cá ngừ,,,gemma-4-31b-it_error
1149,Mì xào xá xíu,,,gemma-4-31b-it_error
1150,Cánh gà chiên ngũ cốc,,,gemma-4-31b-it_error
1151,Cơm hến trộn,,,gemma-4-31b-it_error
1152,Cá lăng kho nghệ,,,gemma-4-31b-it_error
1153,Bắp bò xào xốt tiêu xanh,,,gemma-4-31b-it_error
1154,Teriyaki cá hồi,,,gemma-4-31b-it_error
1155,Bò tiềm trái dừa,,,gemma-4-31b-it_error
1156,Canh gà măng chua,,,gemma-4-31b-it_error
1157,Bí nhồi thịt kho,,,gemma-4-31b-it_error
1158,Gà lên mâm,,,gemma-4-31b-it_error
1159,Giò heo da giòn,,,gemma-4-31b-it_error
1160,Hủ tiếu mực,,,gemma-4-31b-it_error
1161,Gà kho nghệ chua cay,,,gemma-4-31b-it_error
1162,Cá lăng nướng thì là,,,gemma-4-31b-it_error
1163,Kho quẹt chay,,,gemma-4-31b-it_error
1164,Bò nấu trái cây,,,gemma-4-31b-it_error
1165,Chả mực bắp áp chảo,,,gemma-4-31b-it_error
1166,Mì căn xào sả ớt,,,gemma-4-31b-it_error
1167,Đà điểu xào lá cách,,,gemma-4-31b-it_error
1168,Phá lấu thịt bê,,,gemma-4-31b-it_error
1169,Lẩu ốc thả,,,gemma-4-31b-it_error
1170,Lươn nướng lá dứa,,,gemma-4-31b-it_error
1171,Măng tây xào tôm,,,gemma-4-31b-it_error
1172,Bắp bò xào sả ớt cơm cháy,,,gemma-4-31b-it_error
1173,Cá lăng kho cà bi,,,gemma-4-31b-it_error
1174,Gà rang muối,,,gemma-4-31b-it_error
1175,Canh cá lóc lá giang,,,gemma-4-31b-it_error
1176,Lẩu bò,,,gemma-4-31b-it_error
1177,Canh mực nấu nước dừa,,,gemma-4-31b-it_error
1178,Salad cá hồi húng quế,,,gemma-4-31b-it_error
1179,Vịt kho củ hũ dừa,,,gemma-4-31b-it_error
1180,Mực xáo nước cốt dừa,,,gemma-4-31b-it_error
1181,Tôm xốt cocktail,,,gemma-4-31b-it_error
1182,Gà nấu nước tương,,,gemma-4-31b-it_error
1183,Tôm chiên rong biển,,,gemma-4-31b-it_error
1184,Cơm gà xối mỡ,,,gemma-4-31b-it_error
1185,Lẩu đầu cá bớp rau kèo nèo,,,gemma-4-31b-it_error
1186,Nghêu xào lá khổ qua,,,gemma-4-31b-it_error
1187,Giò hoa rong biển,,,gemma-4-31b-it_error
1188,Lẩu cá cờ,,,gemma-4-31b-it_error
1189,Cuốn rau rừng thịt khìa chay,,,gemma-4-31b-it_error
1190,Giò heo hầm tứ quý,,,gemma-4-31b-it_error
1191,Hoành thánh nhân đậu chiên,,,gemma-4-31b-it_error
1192,Cá chim kho gừng ớt,,,gemma-4-31b-it_error
1193,Cá nướng cà ri,,,gemma-4-31b-it_error
1194,Lẩu kim chi,,,gemma-4-31b-it_error
1195,Sò lông xào chua ngọt,,,gemma-4-31b-it_error
1196,Mực xào nấm hương,,,gemma-4-31b-it_error
1197,Thịt kho hạt dẻ,,,gemma-4-31b-it_error
1198,Gà nướng lá húng lủi,,,gemma-4-31b-it_error
1199,Đuôi bò hầm hoa atiso,,,gemma-4-31b-it_error
1200,Canh ba rọi cuộn nấm,,,gemma-4-31b-it_error
1201,Cánh gà nhồi sả chiên xốt me,,,gemma-4-31b-it_error
1202,Trứng chiên ngải cứu,,,gemma-4-31b-it_error
1203,Cá viên chiên mè,,,gemma-4-31b-it_error
1204,Bánh đa xào hải sản,,,gemma-4-31b-it_error
1205,Gà hấp lá sen,,,gemma-4-31b-it_error
1206,Cơm chiên thịt bò và phô mai,,,gemma-4-31b-it_error
1207,Chả cá Lã Vọng,,,gemma-4-31b-it_error
1208,Lẩu bắp bò tôm chua,,,gemma-4-31b-it_error
1209,Gà tiềm chôm chôm,,,gemma-4-31b-it_error
1210,Chân giò nấu nước tương,,,gemma-4-31b-it_error
1211,Lẩu gà ớt hiểm,,,gemma-4-31b-it_error
1212,Gan heo xào chua ngọt,,,gemma-4-31b-it_error
1213,Sò huyết xào tỏi,,,gemma-4-31b-it_error
1214,Lẩu cá bớp,,,gemma-4-31b-it_error
1215,Xáo lòng,,,gemma-4-31b-it_error
1216,Heo quay hon,,,gemma-4-31b-it_error
1217,Gà cuộn cải bó xôi đút lò,,,gemma-4-31b-it_error
1218,Cá hấp củ sen,,,gemma-4-31b-it_error
1219,Thịt bò chiên mắm bò hóc,,,gemma-4-31b-it_error
1220,Canh lươn hầm cải chua,,,gemma-4-31b-it_error
1221,Tôm xào tàu xì,,,gemma-4-31b-it_error
1222,Cá nục hấp cuốn cải xanh,,,gemma-4-31b-it_error
1223,Tôm xào bông so đũa,,,gemma-4-31b-it_error
1224,Chả lụa kho trứng cút,,,gemma-4-31b-it_error
1225,Lẩu nấm đầu cá hồi,,,gemma-4-31b-it_error
1226,Canh măng cua đồng,,,gemma-4-31b-it_error
1227,Canh cá rau muống,,,gemma-4-31b-it_error
1228,Cá rim giấm mè,,,gemma-4-31b-it_error
1229,Mọc đông trứng cút,,,gemma-4-31b-it_error
1230,Bò cuộn nấm xốt tiêu,,,gemma-4-31b-it_error
1231,Cuốn chả tôm,,,gemma-4-31b-it_error
1232,Gà nấu đậu ngự,,,gemma-4-31b-it_error
1233,Sườn nướng xốt cay,,,gemma-4-31b-it_error
1234,Tôm ram thịt ba chỉ,20,15,gemma-4-31b-it_estimate
1235,Mít kho tương,30,25,gemma-4-31b-it_estimate
1236,Tôm sú xốt gấc,25,10,gemma-4-31b-it_estimate
1237,Đậu hũ xốt mè mayonnaise,,,gemma-4-31b-it_error
1238,Canh cá kèo rau đắng,,,gemma-4-31b-it_error
1239,Chả cá chiên cốm,,,gemma-4-31b-it_error
1240,Gà xào thơm bông cải,,,gemma-4-31b-it_error
1241,Canh ba màu,,,gemma-4-31b-it_error
1242,Cuốn thịt ram mắm tép,,,gemma-4-31b-it_error
1243,Cá thu kho nước tương,,,gemma-4-31b-it_error
1244,Mực nhồi thịt xốt cà,,,gemma-4-31b-it_error
1245,Gà viên chiên,,,gemma-4-31b-it_error
1246,Cá chiên xốt me,,,gemma-4-31b-it_error
1247,Mực xào chua cay,,,gemma-4-31b-it_error
1248,Ngồng cải hấp tôm,,,gemma-4-31b-it_error
1249,Tôm càng rim tỏi,,,gemma-4-31b-it_error
1250,Rau xào thập cẩm,,,gemma-4-31b-it_error
1251,Canh khoai tím hột lựu,,,gemma-4-31b-it_error
1252,Canh bí đao dồn thịt,,,gemma-4-31b-it_error
1253,Gà xào tương hột,,,gemma-4-31b-it_error
1254,Canh sườn củ cải muối,,,gemma-4-31b-it_error
1255,Mực muối rim thịt,,,gemma-4-31b-it_error
1256,Ếch xào lá lốt,,,gemma-4-31b-it_error
1257,Giò heo kho quế,,,gemma-4-31b-it_error
1258,Bông bí chiên giòn chay,,,gemma-4-31b-it_error
1259,Chả mực chiên,,,gemma-4-31b-it_error
1260,Súp tóc tiên bí đao,,,gemma-4-31b-it_error
1261,Đuôi heo hầm măng,,,gemma-4-31b-it_error
1262,Thịt quay chay,,,gemma-4-31b-it_error
1263,Thịt bò kho tàu,,,gemma-4-31b-it_error
1264,Sườn chay nấu đậu,,,gemma-4-31b-it_error
1265,Cơm tôm bí đỏ,,,gemma-4-31b-it_error
1266,Xúc xích chiên xù,,,gemma-4-31b-it_error
1267,Cật heo xào bí ngòi,,,gemma-4-31b-it_error
1268,Sườn cốt lết xốt dầu hào,,,gemma-4-31b-it_error
1269,Tim heo hầm hạt sen,,,gemma-4-31b-it_error
1270,Cá hồi xốt cay,,,gemma-4-31b-it_error
1271,Thịt gà nấu long nhãn,,,gemma-4-31b-it_error
1272,Cá cuộn cải chiên xù,,,gemma-4-31b-it_error
1273,Mực kho củ cải,25,15,gemma-4-31b-it_estimate
1274,Nấm chiên xốt tôm,20,25,gemma-4-31b-it_estimate
1275,Heo quay xào kim chi cà bát,20,15,gemma-4-31b-it_estimate
1276,Đậu rồng xào tép,,,gemma-4-31b-it_error
1277,Canh gà nấu khoai môn,,,gemma-4-31b-it_error
1278,Canh hến nấu bầu,,,gemma-4-31b-it_error
1279,Nghêu xào lá lốt,,,gemma-4-31b-it_error
1280,Tôm thịt kho măng,,,gemma-4-31b-it_error
1281,Cá hồi cuộn măng tây,,,gemma-4-31b-it_error
1282,Mực xốt cay,,,gemma-4-31b-it_error
1283,Canh sườn khoai sọ,,,gemma-4-31b-it_error
1284,Thịt ba rọi xào nấm,,,gemma-4-31b-it_error
1285,Xúc xích xào khoai tây,,,gemma-4-31b-it_error
1286,Khổ qua xào trứng thịt bằm,,,gemma-4-31b-it_error
1287,Khoai tây xào kim chi,,,gemma-4-31b-it_error
1288,Cơm sen cốm,,,gemma-4-31b-it_error
1289,Gà cuộn xôi chiên,,,gemma-4-31b-it_error
1290,Tàu hủ ky chiên xả ớt,,,gemma-4-31b-it_error
1291,Giá hẹ xào lòng gà,,,gemma-4-31b-it_error
1292,Canh bông súng nấu tôm,,,gemma-4-31b-it_error
1293,Rau muống xào mắm ruốc,,,gemma-4-31b-it_error
1294,Gà nấu trái lê,,,gemma-4-31b-it_error
1295,Giò heo hầm bông atiso,,,gemma-4-31b-it_error
1296,Canh cá rau đay,,,gemma-4-31b-it_error
1297,Canh đuôi heo củ sen,,,gemma-4-31b-it_error
1298,Canh ốc nấu tía tô,,,gemma-4-31b-it_error
1299,Bò cuộn nấm kim châm,,,gemma-4-31b-it_error
1300,Mực chiên ngũ sắc,,,gemma-4-31b-it_error
1301,Chả giò mực,,,gemma-4-31b-it_error
1302,Súp hột lựu chay,,,gemma-4-31b-it_error
1303,Gỏi cuốn 3 loại,,,gemma-4-31b-it_error
1304,Tôm chiên hoành thánh,,,gemma-4-31b-it_error
1305,Cá kèo kho rau răm,,,gemma-4-31b-it_error
1306,Cà tím hấp nước tương tỏi,,,gemma-4-31b-it_error
1307,Súp nghêu chua cay,,,gemma-4-31b-it_error
1308,Canh gà nấu bông cải,,,gemma-4-31b-it_error
1309,Đậu hũ khìa,,,gemma-4-31b-it_error
1310,Rau củ chiên tẩm nước tương,,,gemma-4-31b-it_error
1311,Súp nghêu rau củ,,,gemma-4-31b-it_error
1312,Chả nghêu húng quế,,,gemma-4-31b-it_error
1313,Canh bí đỏ đậu xanh,,,gemma-4-31b-it_error
1314,Chả nấm chiên giòn,,,gemma-4-31b-it_error
1315,Lạp xưởng xào ngũ sắc,,,gemma-4-31b-it_error
1316,Sườn kho nấm,,,gemma-4-31b-it_error
1317,Bí ngòi xào hải sản,,,gemma-4-31b-it_error
1318,Ếch xào bồn bồn,,,gemma-4-31b-it_error
1319,Salad dồi quẩy,,,gemma-4-31b-it_error
1320,Ếch xào cải chua,,,gemma-4-31b-it_error
1321,Cá điêu hồng xốt hạt lựu,,,gemma-4-31b-it_error
1322,Trái cây và rau củ chiên giòn,,,gemma-4-31b-it_error
1323,Cá tai tượng hấp xì dầu,,,gemma-4-31b-it_error
1324,Tôm xào hạnh nhân chay,,,gemma-4-31b-it_error
1325,Cá thác lác bách hoa,,,gemma-4-31b-it_error
1326,Cá rô kho cà bát,,,gemma-4-31b-it_error
1327,Canh măng khô đuôi bò,,,gemma-4-31b-it_error
1328,Canh rau dền khoai sọ,,,gemma-4-31b-it_error
